gene_id	C4_e1_c1_count	C4_e1_c2_count	C4_e1_c3_count	C4_e1_c4_count	C4_e2_c1_count	C4_e2_c2_count	C4_e2_c3_count	C4_e2_c4_count	C4_e3_c1_count	C4_e3_c2_count	C4_e3_c3_count	C4_e3_c4_count	C8_e1_c1_count	C8_e1_c2_count	C8_e1_c3_count	C8_e1_c4_count	C8_e1_c5_count	C8_e1_c6_count	C8_e1_c7_count	C8_e1_c8_count	C8_e2_c1_count	C8_e2_c2_count	C8_e2_c3_count	C8_e2_c4_count	C8_e2_c5_count	C8_e2_c6_count	C8_e2_c7_count	C8_e2_c8_count
Prss42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
Prss48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phc1	0	68	0	62	8	107	0	36	478	9	0	0	837	0	0	0	100	0	349	0	0	343	0	111	0	736	0	0
Phc3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	341	0	0	0	0	227	475	34	444	0	67	0
Phc2	34	737	2098	829	743	812	466	11	1720	2589	1092	786	0	0	0	164	0	114	0	5	0	111	150	332	6	0	208	0
Golt1b	1910	2568	2830	796	3411	1280	2833	3938	5332	2111	1240	3261	2434	5991	1199	2544	1874	3896	1228	3073	2930	4229	3316	1848	2934	3096	598	2283
Golt1a	0	0	0	0	0	45	0	0	0	0	0	0	0	176	135	0	0	0	0	0	8	0	0	0	0	0	0	0
Chmp3	393	92	0	281	0	192	285	637	380	661	133	100	2198	1458	717	1354	672	149	609	906	277	936	588	1021	8	1195	328	319
Chmp7	0	1553	0	312	92	558	330	134	913	759	73	1435	1309	0	1076	3671	591	39	2229	8	2377	2008	1438	965	35	1136	735	1541
Chmp6	0	0	0	0	1028	247	0	72	565	493	478	352	1741	173	816	44	425	16	1325	1577	1241	914	1749	583	96	664	753	1252
Chmp5	587	553	317	275	1122	929	2106	8	1194	687	376	1889	335	1377	261	12	269	1346	655	276	214	620	519	1664	274	320	361	4
Recql5	0	0	1278	501	0	0	0	0	0	0	0	1324	0	0	0	0	42	0	0	984	0	77	0	129	0	4	0	0
Recql4	0	0	0	0	0	0	0	171	0	0	314	0	91	0	0	0	0	0	0	0	329	308	0	0	0	0	340	0
Gcnt7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt1	0	0	0	0	454	377	1120	259	27	0	58	162	2196	0	737	759	241	1003	1606	4	4	807	374	617	289	30	136	0
Fam170b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam170a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt2	0	0	83	801	144	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0
Mark4	418	0	491	0	0	0	4	0	0	73	104	0	0	0	227	0	0	0	0	0	721	7	43	164	83	0	5	0
Mark1	841	0	0	0	0	0	144	0	0	4	0	0	0	0	0	98	13	0	0	0	1101	0	57	143	0	0	1046	999
Mark2	2513	3804	1307	441	301	1029	1797	322	582	684	112	1454	382	894	524	127	579	706	2609	714	1139	1050	808	510	310	1623	833	1082
Mark3	2662	227	3101	2126	1631	1050	1363	869	691	2448	1641	2204	468	1119	428	624	470	2300	3108	858	298	916	755	965	1445	822	459	1607
4930565D16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmd3	6701	8900	7844	9879	11223	8174	12995	7446	10968	5165	3286	9140	7336	8760	5544	4855	3055	8795	11295	7669	6112	8018	10764	5762	5948	7280	6041	7838
Rps15a-ps6	2	0	2	8	7	1	7	0	16	6	2	9	10	3	5	8	89	4	15	11	0	3	5	5	7	5	6	6
Extl1	0	0	0	0	0	0	0	0	0	0	0	0	192	0	272	0	0	0	22	0	0	0	0	0	0	0	0	0
Extl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl3	0	0	0	0	3	11	305	0	325	0	16	0	0	0	176	0	8	0	0	0	0	0	292	0	0	0	0	0
Gm7609	0	8	0	0	82	0	17	0	21	0	0	0	28	0	0	0	0	0	0	0	0	17	31	0	0	0	0	0
Tia1	0	63	99	0	257	36	268	0	0	57	0	0	0	32	0	0	150	0	44	0	85	24	4	0	0	121	133	0
Tmem160	0	0	27	0	76	53	283	0	399	0	133	0	0	0	0	225	331	216	0	0	539	230	339	464	0	414	134	336
Tmem163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem165	601	0	197	477	75	101	374	1112	221	0	71	153	867	0	0	512	446	362	36	0	355	1157	0	4	925	832	63	654
Tmem164	37	0	0	292	418	0	0	0	370	0	187	0	8	0	0	0	0	0	0	0	0	694	0	127	516	397	0	569
Tmem167	1153	1437	2346	2647	2099	2384	2065	2532	3520	3244	425	2139	5591	4800	2319	3097	1032	5736	3114	3251	3714	3875	166	1025	262	1373	745	1274
Tmem169	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem168	233	0	0	255	293	70	0	0	0	397	27	0	1003	831	419	21	275	8	633	30	774	195	888	112	6	569	50	751
Tbc1d8	0	0	0	5	66	7	0	0	0	120	0	52	0	0	0	37	118	2	0	0	0	73	0	55	0	0	70	0
Tbc1d9	974	749	644	158	278	146	958	548	55	162	224	264	415	68	942	154	143	55	1068	885	883	1562	768	1344	548	1159	273	576
Tbc1d1	126	291	2539	1932	4	609	1091	192	2302	730	622	1216	412	16	58	4	136	310	69	0	1009	505	0	276	55	445	807	16
Tbc1d2	0	0	0	0	0	0	43	0	0	0	0	129	0	0	0	66	0	0	0	0	82	4	703	8	0	0	0	0
Tbc1d4	0	0	0	0	0	0	166	0	0	0	0	0	27	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0
Tbc1d5	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0
Tbc1d7	0	0	0	0	91	0	3	0	0	0	0	279	0	0	0	4	165	0	0	0	0	0	0	95	0	4	0	0
Tex13a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3070a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3070b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir293	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Akirin2	2521	2703	1421	3508	2146	1095	1204	3240	2620	12	1066	1389	467	461	1581	786	706	1050	1043	1141	1968	1614	1920	809	942	1361	1304	321
Akirin1	1034	920	221	784	2508	1280	121	2218	1249	3219	361	689	5250	5103	2642	5110	3040	2464	3656	6396	7088	5453	1686	2584	2138	6028	5694	4416
Olfr247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1	991	0	4	0	1038	474	1233	407	608	2272	232	440	0	83	825	436	1338	393	518	1560	113	1396	950	82	12	2591	7	8
Crhbp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limd2	4	0	0	0	0	0	0	69	22	0	39	241	680	0	47	0	0	0	0	5	98	384	210	125	0	0	283	399
Limd1	439	0	0	0	784	368	0	0	248	509	36	0	0	0	0	0	0	0	0	0	0	178	0	0	108	0	0	0
Nop58	10594	11115	10715	10583	10032	6313	12167	6883	14552	10835	7427	12936	10265	16992	12493	13124	7097	15351	13397	13061	18319	16930	20793	16220	16784	13252	18403	22447
Acsf2	0	0	0	0	200	3	55	4	0	0	6	0	0	778	142	8	21	0	18	0	0	0	0	562	4	0	0	0
Nop56	4016	2827	3662	8126	9094	4922	6189	6100	9964	12973	3313	10313	5840	12351	5696	7602	7051	12611	11805	9921	9218	9436	10539	7283	2497	9830	6053	7340
1700018C11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sarnp	1283	917	744	1240	1400	2276	2711	2079	2558	1867	933	2524	3633	3347	1075	1674	493	2824	4501	4210	1508	1480	1699	2438	690	2045	991	2234
Cdk13	0	425	305	0	9	3	10	0	4	0	68	56	37	0	0	4	94	0	29	155	138	22	0	216	20	4	0	48
Kcnip4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Kcnip3	0	0	0	0	0	0	0	0	0	0	0	0	217	211	0	0	0	0	0	0	838	30	0	0	0	194	0	0
Kcnip2	0	0	0	170	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	143	0	0	0	0	132	0	0
Kcnip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930553E22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpcn1	0	5	36	0	9	0	19	0	21	0	0	0	280	0	3	35	0	0	0	0	0	16	0	0	0	3	0	4
Tpcn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	595	0	0	0	0	0	0	0	0
Scnn1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbp4	151	338	0	329	236	200	171	66	172	0	388	62	0	173	133	4	288	0	2107	0	0	694	351	585	128	589	601	330
Ltbp3	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	4	4	0	0	933	0	85	0	59	0	0	0	0
Ltbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1	195	400	84	768	659	928	1264	769	830	3965	1092	1959	0	0	0	0	0	0	0	0	0	0	3	0	7	8	0	171
Olfr911-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chadl	0	0	0	90	0	36	0	0	96	0	59	142	0	0	324	581	276	746	4	0	569	117	170	99	365	118	0	0
9530082P21Rik	0	0	0	0	0	8	141	0	100	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	117	0	0
Cxx1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	44	15	0	0	0	0	0
Secisbp2	0	0	668	5	701	292	514	563	2016	675	266	758	0	225	235	4	222	567	3	0	595	760	594	89	129	4	129	668
Cxx1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxx1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0
Cacna1h	108	0	0	13	0	0	0	0	0	0	45	345	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0
Cacna1i	0	0	286	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Murc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0
Calhm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calhm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	25	0	23	0	0	0	0
Cacna1b	56	0	0	0	0	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1d	0	0	0	0	0	71	0	0	0	0	0	0	0	41	0	0	0	0	0	0	39	0	0	0	0	0	0	0
Cacna1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	0
Impad1	307	400	0	0	0	0	0	84	0	0	0	0	533	0	0	0	0	234	0	0	445	361	136	316	140	602	0	0
Cacna1s	145	322	175	0	0	0	0	0	0	0	0	0	0	0	0	315	0	3	8	288	0	8	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrn1	19	191	487	1208	1041	114	849	29	285	1807	356	37	7	79	379	625	348	665	531	147	462	1178	795	1619	106	840	698	162
Xrn2	3261	1659	2789	1348	3531	1384	5468	1239	4140	1999	1518	1836	1386	2371	3482	2491	1551	5671	2407	3020	5079	2996	3224	2992	1566	3499	2485	4449
Pde11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlrb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlrb1	2712	1352	1237	1512	2144	1931	4696	2407	2911	2208	2226	2111	3251	3971	3013	2749	3011	3721	2825	1834	916	3653	3593	3286	1224	2551	2275	2395
Phb	1706	3188	4402	1522	3649	2513	2426	2865	4649	3777	2265	2332	6719	7322	6480	10806	3657	8873	7469	8458	5858	6494	6726	3523	3021	8345	5692	5749
1600015I10Rik	0	0	0	0	0	0	314	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3230401D17Rik	9198	9910	14927	11515	6063	4363	5238	4684	6575	7176	3842	9387	1875	3378	3682	4676	4730	10929	8166	8655	10786	4734	5172	5570	8634	5131	5672	8950
Cnot8	15579	13329	13723	13793	13119	9651	12794	7309	18627	14087	4631	10766	5739	5311	4094	6583	4575	8667	12608	14048	5635	10209	5565	12123	3948	11473	7003	11544
Gm10486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
Gm10487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot3	901	305	213	236	60	314	601	433	498	280	393	123	0	63	211	276	197	212	721	478	486	514	824	349	494	534	320	530
Cnot2	2192	1354	2261	3147	1410	2120	387	620	5044	475	671	3545	4363	1174	2764	1993	938	2300	3293	2630	1503	4175	1788	2382	2494	3878	891	3198
Cnot1	3145	3801	1090	3090	5760	2048	4497	2371	9765	3087	3366	5748	4471	2022	1800	3472	3415	6438	3275	2306	9853	6325	3472	3827	5152	3987	4729	6579
Cnot7	559	203	320	1011	389	1495	2525	1817	1677	1439	618	2917	840	553	2013	1398	1566	777	497	659	928	1564	1285	1688	690	678	965	1161
Cnot6	0	74	0	0	0	77	535	198	0	0	0	0	0	0	220	125	242	362	0	8	484	244	67	253	4	68	246	527
Cnot4	149	333	61	803	929	319	964	676	313	202	314	783	383	637	177	475	335	1135	4	0	1772	705	712	475	365	554	616	356
Mir3107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn3	0	5	0	5	0	0	0	0	0	0	0	0	45	819	4	0	8	8	1395	0	567	0	162	0	601	0	205	4
Mir3103	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
Mir3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscar	0	42	0	18	234	0	65	21	0	0	102	0	0	620	0	45	9	0	175	2	0	148	0	0	14	0	146	0
Mir3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirpb1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirpb1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B930018H19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	611	0	0	0	828	0	356	177	24	5	0	0
Cnr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0
Nfia	3	0	4	0	0	0	0	0	0	0	0	0	0	34	0	0	51	0	5	0	0	0	0	0	0	0	0	0
Mir877	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32	1	0	1	0	0	0	0	1	0	0
Mir876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir878	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr7	0	0	0	0	0	0	0	0	0	0	0	0	0	1047	0	0	4	0	764	0	1608	0	0	0	0	0	0	4
Ttyh1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	34	0	73	0	0	0	0	0	7	0	13	0	0	0
Cxcr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Ttyh3	0	66	0	0	187	0	0	0	69	0	16	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	12	0	0	0	85	0	0	0	0	0	0	0	62	0
Cyp2j12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2j13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl20	2036	3104	4627	1131	7090	2281	162	970	8744	2772	5464	10558	15369	13092	20098	18308	15470	8839	25849	18282	2776	15832	11451	14628	7112	20669	5364	9091
Tnfrsf13c	0	613	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
D19Bwg1357e	8902	5620	6454	9186	4497	3004	6748	3596	6166	3253	3449	4861	5617	6496	2890	2676	1838	6129	8443	3177	5109	5064	4492	5279	5933	3205	4251	3684
5930412G12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlc1	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	47	0	0	0	0
Pkig	571	1131	1380	735	2087	1514	1986	824	1842	1368	605	1473	1187	695	1313	2214	814	669	649	2222	2214	1582	1095	1121	2615	1593	1416	1492
U2surp	1478	2027	955	1907	2027	1534	2194	2000	3029	638	1777	1321	1912	2802	1229	1702	712	3302	1038	1830	1958	2121	1635	1606	991	1794	2469	2217
Pkib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0
1810026J23Rik	302	1554	3466	2173	3051	1020	1511	766	1163	1483	1045	1459	3672	551	556	358	842	1271	1799	90	1457	2667	1167	1284	435	114	1395	3591
Arhgef25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	5	0	0	0	43
Lnpep	210	65	165	0	4	16	580	0	387	206	26	62	1102	2844	836	714	801	1033	138	829	830	154	942	410	2099	240	262	1228
Gss	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	761	0	0	922	5	0	185	2	80	0	0	0	0
Gsr	0	96	73	1250	1270	827	514	148	1029	10	407	381	1012	4996	1478	377	552	31	671	2565	949	2173	583	1219	169	1152	966	1459
Izumo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	92	0
Gsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	654	1142	0	0	0	0	0	0	0	0
Wnt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	4	0	0
Wnt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt1	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	822	0	0	0
Wnt4	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpd52l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grhl1	0	1083	0	0	0	0	276	0	0	0	0	0	321	0	0	0	0	4	483	1043	39	4	16	0	0	0	0	0
Grhl2	514	110	175	733	64	52	126	0	501	153	11	360	1095	893	1213	1651	849	76	1977	1333	231	1019	558	1163	122	677	375	50
Grhl3	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190005I06Rik	92	424	388	0	633	577	405	61	653	238	755	836	0	0	0	0	0	0	0	603	0	85	144	0	0	0	0	13
Defa6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4f41-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	172	0	0	0	0	0	0	0	0
Hhatl	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss9	152	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	19	0
Cyp4a12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trhr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrc1	1973	2665	2813	1734	2235	830	2392	629	2821	1913	2521	1561	3040	7472	4365	3918	5273	8212	13699	6453	8155	7605	8134	7607	5402	10297	5825	3854
Sdpr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110082I17Rik	0	0	0	0	588	114	2	991	459	0	33	10	28	659	287	61	7	1161	2	0	0	322	356	182	364	520	23	0
Id4	71	0	0	0	0	20	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	141
Id2	386	427	429	8	125	142	51	91	502	207	178	568	0	1547	227	0	5	6	160	514	666	7	454	0	443	69	24	683
Id3	3434	3902	5758	1334	930	114	2499	620	4211	6147	2757	4688	1120	4657	2002	8885	1183	4299	595	5296	4345	23095	18455	6038	2290	33503	6862	1555
Id1	84	0	0	628	0	0	0	0	0	4	0	0	0	76	0	0	2	305	0	0	1190	233	0	0	3	290	120	191
Rrnad1	0	6	0	219	834	494	31	529	693	70	64	198	4	781	198	70	5	0	7	0	38	536	492	140	609	725	124	85
Tpd52	0	527	149	55	4389	2514	1804	1314	2613	4404	1907	1206	2324	10086	16297	17195	6623	7151	4061	5039	5005	10510	10651	11284	4285	9431	6167	4769
Asgr1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
