F_4C_1_1	F_4C_1_2	F_4C_1_3	F_4C_1_4	F_4C_2_1	F_4C_2_2	F_4C_2_3	F_4C_2_4	F_4C_3_1	F_4C_3_2	F_4C_3_3	F_4C_3_4	F_4C_4_1	F_4C_4_2	F_4C_4_3	F_4C_4_4	PS_4C_1_1	PS_4C_1_2	PS_4C_1_3	PS_4C_1_4	PS_4C_2_1	PS_4C_2_2	PS_4C_2_3	PS_4C_2_4	PS_4C_3_1	PS_4C_3_2	PS_4C_3_3	PS_4C_3_4	PS_4C_4_1	PS_4C_4_2	PS_4C_4_3	PS_4C_4_4	PS_4C_5_1	PS_4C_5_2	PS_4C_5_3	PS_4C_5_4
Gm19276	1	0.25	0.75	0.25	0.5	0.5	0	1	0	0.5	0.5	NA	0	0.25	0.5	0.5	1	NA	1	NA	0.5	0.5	0.25	NA	0.5	0.75	1	0.75	0.5	0.5	0.25	0	0	0.5	0.5	0
Cep164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep162	0	0.25	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
Gm14015	0.25	0.5	0.5	0.25	NA	NA	NA	0	1	0	0	NA	0.25	0.75	NA	0.5	0.5	NA	1	NA	NA	0.75	0	0	1	NA	0	1	1	1	1	1	1	0.75	1	1
Lrriq1	0	0	0	0.5	0	0	0	0.25	NA	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq4	0.5	0.5	0	0.75	0.5	0.5	0.25	0.75	0.5	0.25	0	NA	0.5	0.25	0.5	0.25	1	NA	0.5	1	0.75	0.5	0.75	0.5	0.5	0.5	0.75	0.75	0.75	0.5	1	0.5	0.75	0.25	0.25	0.25
Vmn2r84	0.5	0	1	0	NA	1	0	NA	NA	0	0.5	NA	0	0.75	0	0	1	NA	NA	NA	1	NA	NA	NA	1	0.75	NA	NA	NA	NA	NA	1	1	NA	NA	NA
Vmn2r85	0.5	0.5	0	0.75	0	1	0	1	0.5	0.25	0.5	NA	0	0	0	0	NA	1	0.75	1	NA	0	0.5	0	0	0	0	0	1	NA	1	NA	0.5	0.5	0.25	1
Vmn2r86	0.75	NA	NA	0	NA	NA	0.75	1	1	1	0	NA	NA	0	NA	1	NA	1	1	NA	NA	1	1	0.75	NA	1	NA	1	0	0	1	NA	NA	NA	NA	NA
Vmn2r87	0	NA	NA	0.25	0.5	0.75	0	NA	0	NA	0	NA	0	0.5	0	0.25	NA	0	0.25	0	0.5	0.25	0	0	0	0	0.75	NA	1	NA	NA	0	0.25	0	1	0.5
Vmn2r80	1	NA	0.75	0.5	NA	1	0.75	NA	0.25	0	0.75	NA	0	NA	0.5	0.25	1	1	1	NA	1	NA	0	0.5	0.5	0.75	0.5	0	NA	0	0.5	0.5	0.5	0.25	0.5	1
Vmn2r81	0.5	0.75	0	0.25	0.75	0	NA	0.75	0	0.5	0.25	NA	0.5	0.5	0	0.5	NA	1	0.5	NA	1	0.75	0.75	1	0.5	0.75	1	0.75	1	NA	NA	0.5	0.5	0.75	0.25	0.5
Vmn2r82	0.25	0	0.25	0.5	0.5	NA	0	0.25	0	0	0	NA	0	0	0	0	0.25	0	0.25	0	0.5	0	1	0.5	0.5	0.25	0.25	0.5	0.5	0	0.25	0.25	0.75	0.75	1	0.75
Vmn2r83	0.5	0.5	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0	0	NA	1	0	0	0	NA	NA	0	0.25	NA	0	0.25	NA	1	NA	NA	NA	NA	NA	0	0.25
Tinf2	0.25	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r88	1	0	NA	NA	0.5	NA	NA	NA	0.5	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0.5	NA	0	0.25	NA	0.25	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
Vmn2r89	0	1	NA	NA	0.5	NA	NA	0	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	1	1	1	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	0.5	NA
Egf	0.25	0.25	0.75	0.75	0.25	0.75	0.5	0.75	0.75	0.25	0.5	NA	1	0.75	0.75	0.5	0.25	0	0.75	NA	0.25	0.25	0.25	0.5	0.5	0.75	0.5	1	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Slc4a11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a10	0.5	0.5	0.25	0.75	0	NA	0.25	0	0	0	0	NA	0.25	0.75	0.5	0.5	0	NA	0.25	0	0.5	NA	0.75	0	0.25	0.25	NA	0.25	0	0.25	0.5	0	0.25	0.75	0.75	0.25
4930519G04Rik	0	0.25	0.25	0.25	0	0	0	0.25	0.25	0.5	0.5	NA	0	0	0	0	0.5	0.5	0.5	0.5	0.25	0.5	0.5	0	0	0	0	0	0	0.25	0.5	0.25	0.25	0.5	0.25	0.25
BC026585	0.5	0.25	0.25	0.25	0.25	0.25	0.5	0.5	0.25	0.25	0.5	NA	0.5	0.75	0.25	0.25	0.5	0.25	0.25	0.5	1	1	0.75	0.75	0.5	0.5	0.25	0.5	0.75	0.75	0.25	0	0.75	0.5	0.75	0.5
1700013D24Rik	0.75	0.75	0.25	0	NA	0.25	0.25	0.5	0.25	0.25	0	NA	1	0	0.25	0.5	0	0	0	NA	NA	0.25	0.25	0	0.25	0.25	0.25	0	0	0.5	0.25	0.25	0	0	0.25	0
Ptprz1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pold1	0.25	0.25	0.25	0.25	0.5	0	0.25	0.25	0	0.25	0	NA	0	0.25	0.25	0.25	0.25	0.5	0.25	0	0.25	0.25	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0	0.25	0.5	0.25	0.25	0.25	0.25
Pold2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pold3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pold4	0	0	0	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0
Hdac1	0	0	0	0	0	0	0.25	0	0	0	0	NA	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac3	0	0	0	0.25	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.25	0.25	0	0	0	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0.25	0	0.25
Hdac2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac4	0.25	NA	0.25	0.5	0.5	0.25	0.5	0.5	0.25	0.75	0	NA	0.5	NA	0.5	0.5	1	0.25	1	0.5	0.5	0.25	0.25	0.75	0.5	0.75	0.5	1	0	0	0.25	0.75	1	0	1	0.75
Itch	0	0	0	0	0	0	0	0	0.25	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac6	0	0	0.25	0	0	0	0	0	0.25	0	0	NA	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0
Hdac9	0.75	0.75	0.5	0.75	1	1	1	0.75	0.5	0.25	0.5	1	0.5	0.75	0.5	0.5	0.75	1	0.75	NA	0.75	0.75	0.25	0.75	0.5	0.75	0.75	0.75	1	0.5	0.5	0	1	0.5	0.75	0.75
Hdac8	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0
Gmpr	0	0.25	0.25	0	0	0	0	0	0.25	0.25	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmps	0	0	0	0	0	0	0	0	0	0	0.25	NA	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110032F04Rik	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930557J02Rik	NA	0.75	0.75	0.5	0.5	0.25	0.5	0.5	1	0.25	0.75	1	0.25	0.75	0.5	0.5	0.75	NA	1	1	0.75	0.5	1	1	0.5	1	1	1	0.75	0.75	0.5	0.75	0.75	0.75	0.75	0
Pvr	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4732471J01Rik	0.25	0	0	0.25	0	0.25	0.25	0	0.25	0.5	0.5	1	0.25	0.25	0.25	0	0	0	0.5	0.25	0.25	0.25	0.25	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0.25	0
Lix1l	0	0.25	0	0.25	0	0	0	0	0	0.25	0.25	NA	0	0	0	0	0	0	0.25	1	0	0.25	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
Ikzf5	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0
Ikzf1	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
Ikzf2	0	0	0	0.25	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2afv	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbtd1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2afx	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2afy	0	0	0	0	0	0	0	0	0.25	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2afz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2afj	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclk2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Theg	0	0	0	0	0	0	0	0.25	0	0	0	NA	0	0.25	0	0	0	NA	0.25	0.25	0	0	0	0	0	0	0.25	0	0	0.25	0.25	0	0	0	0	0.25
Fgf18	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf13	0	0	0	0	0.25	0	0	0	0	0	0	NA	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0
Fgf12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf11	0.5	0.75	0.25	0.25	0	0	0	0	0.5	0.25	0.25	NA	0	0	0.5	0.25	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0.25	0	0	0	0
Fgf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf17	0.25	0.25	0.25	0	0	0	0	0	0	0	0	NA	0	0	0	0	0.5	0.25	0.25	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0.25	0	0	0
Fgf16	0	0.25	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf14	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Dpcr1	0.25	0.25	0.5	0.75	1	0.5	0.25	0.25	0.75	0.5	1	0	0.5	0.25	0	0.5	0.5	0.25	0.75	0.75	0.25	0.5	0.5	0.25	0.5	0.25	0.25	0.5	0.25	0.5	0.5	0.75	0.25	0	0.75	0.5
Prss46	0.25	0.5	0.75	0.75	0.25	0.75	0.25	0.5	1	0.5	0.25	0	0.75	0.5	0.5	0.5	0.75	0.75	0.75	0.5	0.75	0.75	0.25	0.75	0.5	0.75	0.75	0.5	0.5	0.75	0.75	0.25	0.5	0.5	0.25	0.75
Prss44	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0
Prss45	0.5	0.5	0.25	0.25	0.5	0.75	0.5	0.25	0.5	0.25	0.5	NA	0.75	0.5	0.25	0.5	0.75	1	0.5	0.5	0.25	0.75	0.25	0.5	0.25	0.5	0.5	0.25	0.25	0.5	0.25	0.5	0.25	0.5	1	0.25
Prss42	0	0	0	0	0.25	0.75	0.75	0	0	0.25	0.25	NA	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0.75	0.5	0.75	0.25	0.25	0.25	0.5	0.5	0.5	0	0	0	0.25	0	0.25	0	0
Prss43	0.75	0.75	0.75	0.5	0	1	0.75	0.5	0.5	0.5	0.5	NA	0.5	0.5	0.5	0.75	0	0.75	0.5	0.25	0.75	0.25	0.25	0.5	0.5	0.25	0.75	0.75	0.75	1	0.75	0.5	0.5	0.5	0.25	0.5
Prss40	0	0	0	0	0	0	0	0	0	0	NA	NA	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
Prss41	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss48	0	0.25	0.25	0	0.25	0	0	0.25	0.25	0	0.25	NA	0.5	0.25	0	0.25	0.25	0	0.5	0.75	0.25	0	0.25	0.25	0.25	0	0	0	0.25	0	0	0.25	0.25	0.5	0	0.25
Phc1	0	0	0	0	0	0.5	0.25	0	0.75	0.5	0.25	NA	0	0	0.5	0	0.5	0	0	0	0.25	0.25	1	0.25	0	0	0	0	0.25	0.25	0	0.25	0	0.25	0.25	0
Phc3	0.5	0	0.75	0.25	0	0	0.5	0	0.25	0	0.5	NA	0	0	0.25	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.5
Phc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d4b	0.25	0.5	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
Golt1b	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golt1a	0.5	0.5	0.25	0	0.25	0	0.25	0.25	0.25	0.25	0	NA	0.5	0.5	0.25	0.5	0.25	0	0.25	0	0.5	0.25	0.25	0	0	0.25	0	0	0.5	0.5	0	0.25	0	0.25	0.25	0.25
4930544M13Rik	0	0	0	0.25	0.25	0	NA	0	0	0	0	NA	0.25	0.25	0	0.25	0	0.5	0	0.25	0.25	0	0.75	0.25	0.25	0	0	0	0.25	0.75	0.25	0.25	0.25	0.25	0.25	0.5
Grin1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp7	0	0	0	0	0	0	0	0	0	0.25	0.25	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp6	0	0	0	0	0.25	0	0	0.25	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0.25	0	0	0	0	0
Chmp5	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Recql5	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Recql4	0.75	0	0.5	0	0.25	0.25	0.25	0	0.25	0.25	0.25	NA	0	0	0.25	0.25	0	0	0	0	0.25	0.25	0.25	0	0	0.25	0	0.25	0.25	0	0	0	0.25	0.25	0.25	0
Gcnt7	0.75	0.5	0.75	0.25	0.75	0.5	0.75	0.5	0.5	0.75	1	NA	0.5	0.75	0.25	0.5	0.75	0.5	0.5	1	0.5	1	0.25	0.5	0.5	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.75	0.5	0.75
Mir6943	NA	0.5	1	0.5	0.5	0.5	0.75	0.25	0.75	0.75	0.75	1	1	0.5	1	0.75	1	0.75	0.5	0.25	0.75	0.75	0.75	1	0.5	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.5	0.75
Mir6944	0	0.5	0.5	0.5	0.25	0.5	0.5	0.5	0.25	0.5	0.25	0	0.25	0.25	0.25	0.25	0.5	0.5	0.75	NA	0.5	0.5	0.5	0.25	0.5	0.25	0.5	0.75	0.5	0.25	0	0.25	0.25	0.25	0.25	0.25
Fam170b	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcnt3	0.25	0.25	0.25	0	0.75	0.5	0.25	0.75	0.25	0.25	0	NA	0.25	1	0	0.25	0	0	0.25	1	0	0	0.5	0.75	0.25	0	0.25	0.5	0	0.75	0.5	1	0.25	0	0.25	0.25
Mir6947	0.5	0.75	0.5	0.5	0.75	0.25	0.25	0.75	0.25	0.75	0.75	NA	0.25	0.5	0.5	0.75	0.5	0.25	0.25	0.5	0.5	0.5	0.5	1	0.5	0.5	0.75	0.5	0.25	0.75	0	0.25	1	0.75	0.75	0.5
Mir6948	0.25	0.5	0.25	0	0	0	0.25	0	0	0.25	0.5	NA	0.25	0	0.25	0	0.25	0.5	0.25	0	0	0.25	0.25	0.5	0.25	0.25	0.25	0	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0.25
Mir6949	0.25	0.25	0.5	0.25	1	0.25	1	0.25	0	0	0	NA	0	NA	0	0	NA	1	1	NA	0.25	0	0.25	0	0.25	0.25	0	0.25	1	0.25	0.25	0	0.5	0.25	0.25	0.5
Mark4	0.25	0.5	0.25	0.5	0	0.25	0	0	0	0.25	0	NA	0	0	0.25	0.25	0	0.25	0.25	0	0	0	0	0	0.25	0.25	0	0.25	0.25	0.25	0.25	0.5	0	0	0	0.25
Mark1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark2	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930565D16Rik	0.5	0.25	0.5	0.5	0	0.5	0.25	0.75	0.5	0.75	0.5	1	0	0.25	0.25	0.25	0.25	1	0.75	NA	0.75	0.5	0.75	0.5	0.75	0.75	0.75	0.75	0.5	0.25	0.5	0	0.75	0.25	0.5	0.25
Nmd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps15a-ps6	0.75	0.5	0.5	0.75	0.5	0.25	NA	0.25	0	0.25	0.75	NA	0.25	0.25	0.5	0.75	0	0.75	0.5	0.25	0.5	1	0.5	1	0.75	0.5	0.5	0.25	1	0.5	0.25	1	0.5	0.75	0.75	0.5
Extl1	0.75	0.75	0.25	0	0.25	0.5	0.75	0.75	0.5	0.75	0.5	0	0.5	0.75	0.5	0.75	0	0.75	0.75	0.75	0.75	0.5	0.25	0.5	0.25	0.25	0.75	0.75	0.75	0	0.5	0.75	0.25	0.75	0.5	0.75
Extl2	0	0	0	0.25	0	0	0	0	0	0.25	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl3	0.5	0.25	0.5	0.5	0.25	0.5	0.25	0.25	0.5	0.5	0.75	NA	0.75	0.5	1	0.75	0.25	0.75	0.25	0.5	0.5	0.5	0.25	0.75	0.5	0.25	0.75	0.5	0.25	0	0.5	0	0.5	0.25	0.25	0.25
Gm7609	0.25	0.25	0.5	0.5	0.5	0	0	0.5	0.5	0	0.25	NA	0	0	0.25	0	0.5	0.25	0	0.25	0.5	0.25	0	0.25	0.5	0.25	0	0	0	0.25	0.25	0.25	0.5	0	0.5	0.25
Tia1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem163	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem165	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem164	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem167	0.25	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem169	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem168	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d9	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d1	0.25	0.25	0	0	0	0	0.25	0.25	0	0	0	0	0.5	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0	0.25	0.25	0	0	0.25	0.25	0	0	0	0	0.25	0.25	0.25
Tbc1d2	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d4	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d5	0	0	0	0.25	0.25	0	0	0	0	0	0	NA	0	0	0	0	0	0.5	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Tbc1d7	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.25	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata45	0.5	0.25	0	0.5	0	0	0.25	1	0	0.75	0.25	0	0	0.25	0	0.25	0	0	1	0.25	1	0.25	0	0	0.25	0.5	0.25	0	0.25	0.75	0.25	0	0.5	0	0.25	0.25
2010315B03Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mir3070a	0.25	0.5	0.5	0.25	0.5	0.5	0.25	0.5	1	0.75	0.75	1	0.5	0.5	0.75	0.75	1	NA	0.75	1	0.75	0.25	0.5	0.75	0.5	1	0.75	0.75	0.75	0.75	0.5	0.5	1	0.5	0.5	0.5
Mir3070b	0.5	0.75	0.75	0.25	0.75	0.75	0.75	0.25	1	0.75	1	NA	0.5	0.75	0.75	0.75	1	NA	1	1	0.75	0.5	0.25	1	0.25	1	0.75	0.75	1	0.75	0.75	0.5	1	0.75	0.5	0.5
4933405E24Rik	0.5	0.5	0.5	0	0.5	0.25	0.75	0.5	0.25	0.5	0.25	NA	1	0.25	0.75	0.75	0	0.75	1	NA	0.5	0.25	0.5	1	0.5	0.75	0.75	1	0.25	0.25	0.5	0.25	0.25	0.5	0.75	0.5
Mir293	0.25	0.25	0.25	0	0	0	0	0	0	0.25	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0.25
Akirin2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akirin1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab3il1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m1	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3m2	0.25	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0
Limd1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
