mES_Serum_r1	mES_Serum_r2	mES_2i_r1	mES_2i_r2	mES_2i3p_r1	mES_2i3p_r2
Serpine2	11.931	26.8318	12.1707	11.4221	33.9641	27.1828
Utp14b	6.33069	13.1655	0	0	6.12641	0
Acsl3	20.126	0.024202	0	0	18.6854	0
1700016L21Rik	0	0.0544061	0	0.0311821	0	0.0352826
Dock10	0.0295499	0	0.268751	0.444802	0.0646339	6.48955
Nyap2	0.0223223	0	0	0	0.0195068	20.561
Irs1	0.760775	0.549707	0	53.2108	0.737649	0.628727
Col4a3	0	0	3.3602	7.10264	4.10473	0
Col4a4	0.027585	0	0	43.3364	0	0.0148945
Tm4sf20	0	36.372	23.3544	0	0.0109198	3.19188
Cul3	56.101	2.56006	50.7053	4.48454	50.8129	0
Rhbdd1	11.8558	0	6.3429	0	0	24.0926
Mff	23.8483	22.2164	39.232	26.4708	24.6161	59.4002
Daw1	0	0.174183	1.74457	0	0.496167	0.453836
Slc19a3	1.25219	0.48463	0	1.35731	0.0794566	0
Ccl20	3.92095	0	0	0	0.0581838	0
Sphkap	0.033261	0.0204085	24.8719	3.67866	23.7298	14.2219
Agfg1	38.4809	0.234627	3.72424	25.4135	32.6499	32.6919
Pid1	10.716	0	9.71817	7.36175	7.73531	7.40663
Dner	0.919242	4.43971	0.985825	0.903486	0.342292	0.659311
Mir5126	0	40.3055	0	0	0	0
Fbxo36	3.20433	0.254852	2.1151	0.61837	1.43725	0.368094
Slc16a14	0.343356	1.79696	0.225625	2.84734	0.426843	0.234857
A530032D15Rik	0	0.0570971	0	0	0	0.128547
Gm7609	0	0.223771	0	0	0	0.119856
C130026I21Rik	0.0312962	0.0742408	0	0	0.129923	0.0374842
A630001G21Rik	0	0.031829	0	0.113115	0	1.20408
Sp100	0.377083	0.0740455	0.144012	0	1.6863	1.16365
Sp110	0.303531	0.518789	0	0.127579	0.474573	0.887031
Sp140	1.00666	1.50951	0	0.382077	1.04869	0.14571
Gpr55	0	0	0	0.399783	0	0
4933407L21Rik	0	0	0.32812	0	0	0.0536465
Itm2c	17.0675	0	16.6393	20.885	26.7694	22.4528
Spata3	0	25.0247	16.7112	19.2568	27.6022	26.2864
Cab39	23.949	24.6062	0.231786	0.212318	0	0
2810459M11Rik	0.336161	0.525175	38.7767	0	0	0
Armc9	1.72475	6.2994	0	38.0104	60.5376	54.4712
B3gnt7	36.4188	49.1086	2.35001	2.72443	4.16799	4.00053
Trip12	56.1909	72.7819	15.3728	20.9921	17.5823	14.0521
Psmd1	94.7979	111.066	77.707	85.3026	96.4815	100.467
Htr2b	0.0563618	0.0344219	0	0.118311	0.293941	0.202505
C130036L24Rik	0.298574	0	0	0	0	0
Nmur1	0	0.907158	0	0	0.171852	0.119575
1700019O17Rik	0	0.0211858	0	0.207758	0.060273	0
Pde6d	10.2544	253.883	209.866	236.111	200.438	200.944
Nppc	0	60.8702	0	0	0	0
Cops7b	7.11301	164.408	12801.8	3501.6	9779.45	20198
Alpi	0	16.446	14.8538	19.1176	10.4683	9.46885
Alppl2	0	0.0765889	0	0	0	11.1269
Akp3	0	22.4776	7.0461	9.26919	12.7804	0
Prss56	0	0	0	0	0	0
Ecel1	0.379445	0	0	0	0	0
Dis3l2	7.14964	0	0	0.0886633	0.270865	0
Chrng	0.122692	0.107459	7.66201	0	0.0734561	0
Chrnd	0.0776917	0.0594329	0.290809	0	0.0619393	0
Efhd1	0.460723	0.386875	0.134983	0.123112	0.106562	0.139392
3110079O15Rik	0	0	0.357209	6.65496	0.152924	0
Eif4e2	35.0099	6.50876	0	0	9.20115	8.49026
Neu2	0	1.22465	1.21187	0.275983	0.571245	0.394405
Ngef	0.495359	0.617267	0	0	0	0
Sag	0.139247	90.6072	0	0.520922	0	0
Gigyf2	19.2122	0	0.18981	0	0	0.049381
Kcnj13	0	0.265183	51.1576	55.6569	78.6817	73.0396
Atg16l1	9.19978	0.0424555	0	17.9809	22.0356	19.0224
Scarna6	0	25.6715	7.24358	0	0	0
Usp40	2.66873	0	2.29754	0	0.0603919	0
Dgkd	10.2062	13.8241	8.27509	8.99004	1872.56	12.2033
Inpp5d	5.09421	19.2155	0	2440.33	6.58393	0
Ugt1a10	2.16033e-11	2.14913	18.6403	2.12134	2.74721	4.86233
Ugt1a9	2.86108e-11	2.82373	0	10.1145	15.8395	1.83912
Ugt1a7c	0.272025	18.0606	0	0	0	2.76543e-07
Ugt1a6b	4.73983e-06	7.82752e-08	0	12.3652	0.0251871	3.67537e-07
Ugt1a6a	1.14022e-11	1.06607e-07	0	0	0	0.66776
Ugt1a5	3.12095e-11	0.180925	0	5.19397e-08	0	0.799511
Ugt1a2	3.18965e-11	0.235473	0	5.9492e-08	0	0.810385
Ugt1a1	2.48537e-11	0.0448949	0	0.117664	0	4.01355e-07
Dnajb3	0.391103	1.173e-07	0	0.249341	0.657048	4.10301e-07
Spp2	0	1.20142e-07	0	3.81347e-08	4.9231	3.18712e-07
Trpm8	0	9.1319e-08	0	6.20442e-08	1.17166e-07	0.156988
Gm19589	0	0.473615	0	6.27002e-08	1.48972e-07	0
Glrp1	0.180238	0	0	5.55798e-08	1.17642	0
1700067G17Rik	0	0	0	0	0.516135	0
2410088K16Rik	0.792699	0	0.138243	0	0.435647	0
Arl4c	20.4052	0	12.3834	0	1.60465e-07	0
Ptma	1348.1	0	0	0	1.63479e-07	4.63725
Ncl	270.26	2.69478	9.55699	0	1.32081e-07	0
Snora75	0	7.61171	0	0	0.224035	0
Snord82	17066.7	0	1.31227e-21	10.9977	0	10.0979
Mroh2a	2.84105e-25	18.6598	3.81052	0	13.1074	1943.34
Hjurp	3.87086	3.5828e-21	15.8576	9.43839	18.5446	15.9518
6430706D22Rik	19.3958	3.3235	9.03108	2.53926e-21	0	8.39732e-22
A730008H23Rik	8.25692	29.3425	0	3.87332	0	3.5711
C030007H22Rik	0	13.2373	9.81084	17.7888	16.4919	17.2828
Sh3bp4	8.14485	0	2328.23	9.36527	1.6022e-19	9.04089
Asb18	0	0	0	0	4.23729	0
Iqca	0	1.90931	14.7207	4.00322	21.9537	0
Cxcr7	0.398534	7.77029	3.12902	0.0735822	8.65877	15.8395
Gbx2	12.013	0	0	3.43097	5.86156	4.70752
Cops8	21.3418	47.2235	0	0	5.88622	0
Prlh	0	47.2834	3.56378	17.8816	0	6.7823
Mlph	0.0981125	0	0	0	29.2422	27.5778
Agap1	6.7437	0.0902169	25.224	28.9146	0	0
4933400F21Rik	0.0308308	0.521977	0	0.954034	0.0642809	0.0293075
Rab17	0.700658	1.94189	0.179264	0	0.276527	1.21136
Col6a3	1.45714	0.979238	1.39498	1.30374	0.811617	4.22988
Ramp1	0.0448503	0	0.595541	0.909957	0	0
Rbm44	2.10215	13.7111	10.4231	0.0942871	6.82336	0.344185
Lrrfip1	14.4887	27.3814	0	11.6694	16.0314	13.13
Ube2f	17.1772	0.0245752	0	0.0422521	0.0650776	0
Espnl	0	1.67533	16.1672	0	0.0175134	3.14563
Klhl30	0	0.0913818	0	18.3766	4.38718	0.0446377
Scly	6.35793	9.43893	6.52679	9.60073	0.666647	0.240828
Fam132b	2.09375	0	2.40679	1.10105	7.29662	7.86445
1700020N18Rik	0	0.485622	0	0	0	0
Ilkap	26.2214	18.6577	0	0.0785828	24.6307	3.25284
Hes6	9.80712	30.3548	10.1157	8.00028	4.60084	22.9862
Per2	0.353907	1.47831	44.5278	0	0.211728	0.0889862
Traf3ip1	6.40629	8.49175	0.879009	3.95985	5.11708	4.41995
Twist2	0.953568	3.13083	5.56686	48.3521	3.37764	1.03079
Asb1	3.26652	2091.45	0.605963	1.11298	5.42503	2.04814
Hdac4	6.94474	11.2072	2.13201	2.42868	2.12503	3.99885
Olfr1416	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0
Olfr1411	0	0	61.1336	0	0	0
Olfr1414	0	0	0	0	57.5909	0
Olfr1412	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0
Olfr1410	0	0	0	69.1404	0	0
Ndufa10	50.928	0	0	0	0	0
Otos	0	66.837	0	0	0	51.7281
Myeov2	56.2646	81.1984	0	89.5834	62.4531	72.8518
Ankmy1	0.0345759	1.79739	110.458	0	0.0904699	0.0826872
Dusp28	0.819954	0.0317559	5.5392	0.857759	1.27774	1.08226
Gpr35	0	18.5169	1.69966	5.14893	7.91259	3.67995
Aqp12	0	0	11.2485	12.7525	0	0
Rnpepl1	4.89354	9.99604	0	0	4.68658	0
Gpc1	7.65566	0	0	0	0	0
Mir149	0	0.161169	0	0	0.241726	5.0636
9430060I03Rik	0.148515	5.26337e-09	1.52367e-08	1.15651e-07	3.02018e-08	0
Capn10	4.12668	10.1079	3.70683	3.14393	5.24407	0.176259
Agxt	0.0803598	0	0	0	0	0.81081
2310007B03Rik	0.150967	0.0734112	0.0564849	0	0	0.0945882
Sned1	0.368786	1.33381	0.115608	0.0518213	0.214771	3.75867
Mterfd2	3.30978	4.78767	2.79446	3.6262	1.61174	2.98823
Pask	8.13551	4.39773	4.6108	5.17804	3.38793	0.0622824
Ano7	0.0697504	9.04186	5.84633	6.58973	6.75587	4.79547
Ppp1r7	17.3894	0.0320297	0.160321	0	0.0304163	0
Kif1a	11.1937	22.538	17.1465	20.2048	23.7351	20.9688
Hdlbp	48.5638	14.9376	43.8774	47.2605	55.1212	50.6186
Bok	1.97721	0.663329	3.96059	3.2358	2.38006	2.57953
Farp2	0.454189	18.5477	17.5784	0.180621	19.6535	0.885767
Stk25	11.9187	28.8154	7.00368	13.1245	0.820358	9.6736
Thap4	15.9826	13.9851	0.197287	18.1929	13.0656	17.57
Atg4b	7.31197	81.8589	12.3501	8.17335	7.53579	6.96901
Gal3st2	0	47.8396	2.96269	75.6565	0.0178387	0.0555531
Gm9994	0	0.0182613	0.091477	0	0.0780212	0.0139513
Dtymk	112.506	5.02677	8.84804	0	0.0232426	3.4351
D2hgdh	2.66979	0.0327282	138.156	0	3.99727	0
Gm6086	0	0.121022	0	10.0582	0	0
Neu4	0	231.255	0	3.29356	0	157.673
Pdcd1	0	0	68.7033	0	18.8963	0
Ing5	15.0902	0	0	158.863	155.307	0.0203986
4930440C22Rik	0	0	0	0	0	2.78245
Fam174a	3.09792	20.7662	0	2.43893	2.26034	15.4834
4930598F16Rik	0	2.73697	2.67257	0	88.3172	96.5945
St8sia4	0.086478	0	0	0	0	0
1700063A18Rik	0	0	0.204428	0.312949	0	0.105927
4930533P14Rik	0	0.0494239	0	0	0.07633	0
Slco6b1	0	0	0	0	0	0
Slco4c1	0.768617	0.528611	0.994313	0.605688	0	0
Sept2	69.5218	0	0	0	1.88145	1.95494
Slco6c1	0	0	0	0	0	0
D1Ertd622e	2.69701	3.14774	2.95733	3.22884	1.3014	1.29062
Gin1	4.29884	2.83516	11.105	3.8497	2.64012	3.02066
1810006J02Rik	0	13.2604	4.48367	0	0	13.5831
Slco6d1	0	0	0	0	0	0
Ppip5k2	16.5396	0	0	12.3024	14.5795	4.60232
Pam	2.8816	2.92128	3.15583	3.9723	5.15022	0
B230216N24Rik	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0
Cdh20	0.0597107	0.0274356	0	0	0.0260588	0
Rnf152	0.166206	0.0667113	0.0880592	0.0539632	0.0559419	0.152629
Pign	4.42065	2.02226	2.1991	2.42466	3.74132	2.91568
Tnfrsf11a	0.152486	0.0935069	0.0500415	0.0459322	0.0571135	0.0260232
Gm20753	0	0	0	5.61585	0	0
Phlpp1	3.89434	5.94834	0.417725	0	0.117952	4.59653
Bcl2	1.01424	0.44456	2.57308	0.191194	5.50915	0.0178863
2310035C23Rik	7.10626	7.1533	3.36128	2.66353	6.1736	4.842
Zcchc2	5.14035	2.97558	4.10158	4.54741	8.74666	7.60968
Kdsr	8.91673	3.96736	4.72643	4.46876	4.96389	4.04338
Serpinb13	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0
Serpinb5	0.0890903	0	0	0	0	0
Serpinb12	0	0	0	0.0936493	0.0775818	0
Serpinb3d	0	0.0136214	0	0	0	0
Serpinb3b	0	0	0	0	0	0.131332
Serpinb3c	0	0	0	0	0	0
Serpinb11	0	0	18.3016	0	0	0
Serpinb7	0	18.5381	0	0	0	0
Serpinb10	0	0.0672591	0	18.8714	25.2709	0
Serpinb2	1.84657	0	0	0	0.362199	0
Serpinb8	0.0732118	0.0206859	0.136934	0	0	0
Vps4b	19.9444	2.26676	0	0.124846	0.0294647	0.0882039
Cdh7	0.0333644	0	0.237324	0	0.263438	24.3144
Cdh19	0	0.0225732	0	0	0	0.142648
Dsel	1.67988	0.781544	1.47404	1.47312	2.14543	2.09656
Cntnap5a	0	0	0	0	0	0
Tsn	23.2814	40.5628	23.776	26.8368	32.5798	29.9716
Mki67ip	29.4206	54.6084	29.8354	37.1308	41.1377	38.089
Inhbb	1.52916	13.4259	0.65504	0.8193	9.95183	8.73484
Gli2	7.32238	0.32539	9.0381	10.7884	1.3774	2.32442
Tmem185b	3.48292	9.30893	6.81858	7.21614	4.00659	2.9113
Ralb	12.2337	14.8288	3.8035	1.11517	4.7446	4.88465
Clasp1	9.05575	6.43036	33.5686	21.3268	15.4201	11.5942
2900060B14Rik	0.545804	21.0952	3.12927	35.8237	3.30771	3.36601
Epb4.1l5	5.07794	34.7066	16.6963	3.03168	0	22.1812
Sctr	0	5.01444	1.95639	2.26105	25.6139	0
Gm101	0.0455922	0	4.81429	0	1.21763	0
Tmem177	1.46405	5.60445	0	0	3.25952	2.04085
Tmem37	3.25919	2.53309	4.45911	1.64858	0	0.936339
Ptpn4	2.89119	2.38729	0	4.34779	2.12833	2.28426
C1ql2	0	0	1.66051	4.60819	1.43847	0
Tfcp2l1	23.2302	6.45712	0	7.6472	0	1.47918
3110009E18Rik	4.79677	0	0	0	5.91983	3.61499
B230209K01Rik	0	0.0722015	11.1965	0.124077	0.0509464	127.72
Steap3	2.07004	4.22199	2.55847	2.48248	1.58002	1.45204
Marco	0.177389	0.0233523	178.359	200.436	1.40299	0.0919427
Dbi	56.5921	86.2934	0	0.376347	5.70514	0.856872
En1	0.223773	2.64123	0	0	115.13	0
Insig2	6.08261	4.91175	4.44589	0	0	5.53087
Htr5b	0	0.178601	0.134605	4.95513	3.88453	3.42752
Ccdc93	3.86713	2.9963	3.34766	3.54743	75.3333	66.133
Ddx18	71.6516	0	59.0039	66.2468	113.979	98.1504
Dpp10	0	100.158	0	0	0	0
Nckap5	0.0378704	2.79541	0	0	0.026708	2.94477
Slc35f5	4.04313	0.22792	0	2.95677	3.29154	0.109376
Gpr39	0.108675	0.0941726	2.7284	0	3.63439e-06	4.5757e-06
Lypd1	0.0819273	0.00936749	0	0.120107	0.198926	0.0685323
Tmem163	0.181894	0.0612776	0	0	0.0436166	3.16361
Mgat5	1.01468	0.0834226	0	1.44909	0.0791869	0.163253
Acmsd	0.0501307	2.37373	1.41608	91.2465	3.57064	0
Map3k19	0	67.6461	0	0	0.0245673	0
Ccnt2	25.8497	0	78.9962	0	23.4005	21.4367
Rab3gap1	10.598	21.7228	5.60317	19.6488	8.1797	88.8881
Actr3	83.8133	9.66795	17.432	6.91625	93.9757	7.19248
Zranb3	9.5519	6.80168	6.9628	8.79438	10.2838	9.43471
Lct	0.0175972	0.0323885	0.0808335	13.0624	17.0578	15.9744
R3hdm1	15.7856	15.3347	11.617	0	0	0
Mir128-1	0	17.5839	0	0	0	0.0210154
Ubxn4	19.1432	0	17.3708	17.6937	14.9834	13.6006
Cxcr4	0.130895	62.09	0.30126	106.674	1.13613	114.921
Mcm6	110.526	122.983	99.3997	0.137222	119.536	0.784354
Daf2	0	0.359355	72.4317	87.0984	0	81.8331
Dars	81.9451	0	0	0	0.122256	0
Thsd7b	0.0173437	0.157721	0	0	0	0
Zp3r	0.0575382	0.0527034	0	0	0	0
C4bp-ps1	0	0	0	0	0	0
Cd55	0.996521	0.630172	2.81233	0.120762	81.8562	0
C4bp	0	0.0191451	0	3.71356	4.04264	3.74015
Fcamr	0	0	0.982689	0	0	0
AA986860	0.310882	0	0	1.14461	0	0
Pigr	0	0	0	0	0	0
Faim3	0	0.0874315	0.188851	0	3.65802	2.97479
Il24	0	0.570766	0	0	2.77423	0
Il20	0	0	0	0	1.67013	0
Il19	0	0	0	0.200245	0	0
Il10	0	2.19428	1.59353	0	0	0
Pfkfb2	2.70193	0.741728	0.865947	2.81406	0	2.26041
Yod1	1.27546	0.0391798	0.220964	0.977043	0.165654	2.1828
Mapkapk2	11.8835	19.0675	12.0252	13.0063	16.0652	10.6515
Dyrk3	9.1306	40.4113	20.4875	19.5213	29.3451	24.3006
Rassf5	0.754879	0.729392	0.754317	0.221261	1.60349	0.980998
Ikbke	0.350385	0.713554	0.402682	0.552843	1.86403	1.42454
Avpr1b	0	4.4142	29.5377	0	0	33.9564
Fam72a	2.32589	0	0	6.2811	3.51442	0
Eif2d	26.6637	8.2932	0	0	0	0
Ctse	0	0.70399	0	4.65047	0.0789826	0
Slc26a9	0	0.12481	2.4206	33.5459	0.0533588	0
5430435G22Rik	0.181421	0	0	0	1.45631	8.3008
Pm20d1	0.944665	61.1738	6.49503	0.0953424	39.1869	1.59166
Srgap2	6.60483	0.140449	1.15786	4.6184	10.1817	1.2046
Rab7l1	1.61071	2.50987	4.76253	2.45355	3.42604	4.13082
Slc41a1	3.18023	9.27218	0.742773	2.01539	9.52946	7.20524
Slc45a3	0.268025	1.19733	0.924027	0.63484	0.438391	2.42636
Elk4	1.24213	0.925943	3.82534	0.542481	2.56481	0.428218
Mfsd4	0.442824	3.83248	0.263137	1.08476	0.596231	0.648761
Klhdc8a	0.309942	2.54631	1.11393	0	4.99749	3.27279
Cdk18	3.80901	6.1798	0.0593433	2.41492	0.270699	1.25503
Lemd1	0	0.918191	1.59824	0	0.233725	1.05782
Mir135b	0	2.48853	1.50627	0	0	0.123457
Tmcc2	1.63847	0	1.16457	4.08567	1.51523	1.98633
Nuak2	3.00365	0	0	1.59941	2.24041	0
Dstyk	2.44407	2.84297	0	1.57565	2.65716	0
Tmem81	0.890895	2.08971	14.5057	0.574516	1.48634	0.201205
Cntn2	0.643326	0.448456	0.473239	15.0043	0.285273	0.903636
Rbbp5	16.9753	2.54941	32.7207	0.664342	26.2736	24.9073
Lrrn2	0.167195	1.4751	0.567646	0.140803	2.9462	0.28873
Nfasc	1.8466	24.8142	0.153709	35.2522	0.244853	2.75868
Mdm4	16.8159	13.119	14.474	1.02629	0.772213	20.2946
Pik3c2b	0.556624	1.48747	1.04325	16.4261	20.8792	0.567299
Kiss1	0	0.0196235	0.405288	0.429848	0	0.182016
Golt1a	0	3.64162e-05	0	0	0	0
Ren2	0	0.0527098	0	0	0	93.729
Ren1	0	0.109216	0.933151	14.2231	0.0749841	23.3253
Etnk2	0.507132	82.5298	12.4452	0.321693	1.3677	0
Plekha6	0.331128	21.1656	3.41045	0	0.235298	0.451874
Gm19461	0	0.674963	0	0	0	7.17176
Sox13	10.3248	0.0110617	0	0	10.7176	0.84996
Ppp1r15b	26.6424	2.58789	0.315063	1.06532	29.4605	0.000160518
Snrpe	320.841	22.1921	0	3.72352	322.671	0.103866
Nucks1	86.2377	222.931	408.402	0	95.3184	377.464
Lax1	0.194203	0.248659	0	0.213655	0.803054	1.0351
Prelp	0.154609	0	0	0.16659	0.310561	0.0473622
Fmod	0.356352	0.302867	0.11696	0.436885	0.566687	0.0739287
Optc	0.0744123	1.50209	1.1332	0.155843	0.188806	1.92891
Atp2b4	0.731375	1.15542	0.252527	444.169	3.23156	0.131671
Chit1	0.0699491	0	0.16343	24.1283	0.0715944	19.0773
Chi3l1	0.070992	12.3797	0.190497	5.71336	0.303355	37.0414
Myog	0	0.0197802	0.161022	0.293151	1.60071	10.3114
Btg2	6.24215	0.0810054	0	0.446223	0.0562844	0
Mybph	0.0648397	0.83172	0.0505756	0	1.18302e-08	1.61719
Adora1	0	0.43283	47.2412	0	24.5716	0.167716
Ppfia4	3.40001	4.01808	20.4314	57.5408	2.44119	0
4933406M09Rik	0	0.102621	4.66843	0	0.0583955	0
Tmem183a	17.4419	39.2231	2.15779	2.49157	43.478	2.0089
Zc3h11a	40.5062	9.90917	0	0	12.5087	0
Zbed6	10.7075	26.5675	19.9644	22.6079	27.6696	22.9365
Cyb5r1	46.6086	56.7559	22.5381	25.7818	35.0968	27.9247
Rabif	12.6622	19.9476	8.87982	59.9836	12.0373	50.8653
Klhl12	11.0982	16.4282	19.1937	9.68431	57.5171	11.0032
Adipor1	51.029	73.1827	59.502	16.6203	25.1797	23.0051
4931440L10Rik	0.365448	0.555858	0	0	0.473879	0.109694
Syt2	0.0660348	0.0303301	0	0	0	0
Ppp1r12b	0.895739	1.18559	0.988288	0.603288	0.656122	0.559175
Ptprv	0.249972	1.28914	26.9452	0.433712	0.0536236	0.0734506
Lgr6	0.337945	0.373202	31.0281	23.9354	0.149751	16.4575
Ube2t	22.0272	1.41855	0.141204	0.489679	14.0594	0.205291
Ptpn7	0.309041	0.0313854	0.779184	0.194113	1.85807	1.81253
Gpr37l1	0.154079	23.0352	0.0789235	0	0.134032	0.0614883
Arl8a	18.8597	21.926	22.6798	23.5926	32.5311	23.4542
Elf3	9.65424	9.25717	0.118134	35.8734	0.539616	72.8504
Lmod1	0.561875	17.5961	1.97869	18.9468	14.0902	31.1051
Shisa4	2.89631	2.73527	0.129109	51.9337	2.59007	9.511
Rnpep	9.96501	0.387331	69.9924	0.532697	45.2551	0.167883
Timm17a	49.8814	89.7609	20.1591	75.3646	57.5361	2.06328
Kdm5b	56.253	94.5554	44.2703	3.13188	81.7884	55.93
Nav1	2.2362	34.9046	1.81989	2.15019	3.73278	2.83806
Tnni1	0	5.47071	17.3368	23.9815	23.8732	22.1053
Csrp1	21.5352	42.4028	20.7566	0	38.0155	28.2323
Phlda3	8.69079	0.115426	0	18.4938	2.51205	1.68245
Pkp1	0.07355	36.9091	0	37.0578	0	27.1765
Igfn1	0	5.11103	3.89981	0	0.021417	3.33657
Lad1	4.48623	0	0	0	4.20669	0
Ipo9	21.0277	0.308097	35.0314	3.17309	33.6322	0.0292938
Cacna1s	0.438309	0.208147	0	0.0739394	0.0884487	0
Tnnt2	0.103138	0.247394	17.1793	16.9948	0.03065	0
Tmem9	15.6953	17.0784	0.0804948	0	15.3456	14.9256
Gpr25	0	3.72251	3.34899	0.213015	0	0.0718495
5730559C18Rik	5.05124	0.164763	3.69848	3.35248	3.68584	5.45946
Kif21b	5.0224	11.142	0	4.33043	7.11109	3.56636
Camsap2	6.86889	7.62104	4.63095	4.18392	6.15517	5.06184
9230116N13Rik	0.444909	0.0516159	4.61007	0.233504	0.193382	0
Ddx59	7.85156	6.63984	0.255885	6.11579	5.69864	4.98034
Kif14	5.36191	5.62519	6.81741	0.443381	5.20738	4.85185
Gm16880	2.23211	2.80741	0.7352	5.09135	0.275015	0.511072
Atp6v1g3	0	0	0	0	0	0
Mir181a-1	0	0.0127617	0	0	0	0
Ptprc	0.0208076	0	0.0477972	0.131648	0	0.0497137
Mir181b-1	0	0	11.1863	0	0	0.0731109
Gm5833	0	0	0	0	0	0
Lhx9	0.892941	0.453138	0	0.168894	0.50215	9.62573
Nr5a2	9.84518	8.79372	5.72747	5.59653	7.85556	10.3819
2310009B15Rik	9.65567	20.8994	0.258638	14.1896	9.65239	0.782684
Nek7	11.5962	5.8767	14.9669	12.8957	21.7511	0
4933436E23Rik	0	15.7438	0	10.141	0	3.31483
Crb1	0.0233368	0.0143079	0	0	0.0203901	27.2972
Zfp281	22.8142	0	2.2434	0	26.8652	0
Zbtb41	3.53506	2.83322	0	2.60509	3.48756	0
Cfhr1	0	2.13846	0	3.0682	4.01377	0.165876
F13b	0	0.0229856	0	0	0	0
Cfhr2	0	0	2.5306	0	0	0.0292746
Gm4788	0	0	0	0	0.0389842	1.24617
Dennd1b	5.67352	0.0128323	12.7976	0	0.115501	4.22921
Cfh	0.151387	0.0695965	8.64615	0.21271	1.32159	22.026
Kcnt2	2.15455	8.84852	0	7.53872	0.464173	0.300977
4930590L20Rik	1.33824e-07	0.282908	0.450067	0.471618	0	0
Aspm	11.436	4.62772e-06	0	0	11.0773	10.3886
Glrx2	3.38872	2.36987	3.13135	3.11953	2.61602	2.51209
Trove2	4.97476	3.54468	19.6426	2.83118	3.15785	3.3663
Cdc73	27.903	0	0	0	24.8617	0
B3galt2	0.0239999	0	3.02548	0.195992	0	0.985905
Rgs13	0	0	0.689076	0.709625	0	24.485
Rgs18	0	0.986202	0	22.7916	0.979982	0.0286752
Rgs1	0.0938194	28.2099	0	0	0	0.225346
Rgs2	0.636992	0	0	0	0.243218	0
Fam5c	0	30.7026	0.0945657	39.5377	0.143356	29.5853
Uchl5	38.7723	0	35.2194	0	31.1004	0.0492056
7530420F21Rik	0	0.0718064	0.274431	0.753338	0.101947	0
Pla2g4a	2.26804	1.58265	3.06086	0	3.01682	1.99906
Ptgs2	12.6555	12.2546	0	3.36858	8.70178	6.65447
Pdc	0.102442	0	0	0	0.0884012	0
2310030A07Rik	0.264005	0	0	0	0	0
C730036E19Rik	0	0	0	0	0	0.138102
Hmcn1	0.0868044	0.0284427	0.106276	0.0366824	0.0608432	0
Swt1	12.0682	5.68404	11.581	12.6452	11.0488	10.5294
Trmt1l	11.8357	10.8861	9.33314	10.8719	9.11869	8.48626
Rnf2	34.3142	40.3476	3.16215	6.81215	37.2814	52.7187
Fam129a	8.35056	25.1842	5.1039	8.0089	19.7363	38.5016
1700025G04Rik	1.33946	8.66595	39.7906	0.494315	6.31628	17.978
Edem3	6.26139	0.896574	24.639	47.8199	0.727958	6.12455
Rgl1	0.869688	7.23143	0	22.3205	61.5005	1.1822
Colgalt2	0	0.515412	1.68484	51.8808	1.52504	61.7785
Tsen15	30.3359	0.20882	0.125274	19.7229	0	1.6644
Ivns1abp	49.7378	18.1953	17.8862	0.841001	55.0686	0
Apobec4	0	0	1.11387	4.25403	0	6.61576
BC003331	9.03375	3.83798	9.14224	0	13.6554	0
Prg4	0.642321	1.25611	0.973671	1.57256	7.08252	14.9512
Tpr	66.242	58.7634	46.4841	0	1.59319	1.52794
Ncf2	0.483621	1.12939	0.404377	0.277313	1.68474	1.20997
Arpc5	35.4969	45.1892	42.3822	45.8094	55.8702	46.2214
Nmnat2	5.39597	7.74824	1.7311	2.51046	4.26799	4.32723
Lamc2	4.82424	7.16271	2.52745	2.81095	6.68542	5.11831
E330020D12Rik	0.561113	40.7416	0.368573	1.09603	30.2111	27.5612
Shcbp1l	0.228771	0.306558	0.394752	0.120042	1.46692	1.86981
Smg7	30.4154	0.436575	17.4388	21.3596	0.0497059	0.0685009
Npl	3.74262	0.0402279	35.9429	35.9595	0.0163827	1.65488
5830403L16Rik	0	0	6.28916	0	0.99015	0.951417
Rgs8	0.0562099	5.84057	0.043036	9.75729	0	72.5204
Rgsl1	0	0	0	0	0	0.0275375
Rgs16	6.0237	0.0565281	0	0	3.35118	0.0447561
Rnasel	0.0691478	0	0	0	0.0604193	0.108363
Teddm1	0	0	0	2.28223	0	0
Gm5531	0.14715	8.85763	2.27117	0	0.0394235	0
Zfp648	0	79.598	0.130144	0	0	0
Cacna1e	0	0.00257675	0	0	0	0.010014
4930452N14Rik	0	3.98703	0	0	0	0
Lamc1	51.7762	0	0	84.6941	3.37776	0
Ier5	1.33655	0	0.419734	0	33.2959	7.3693
Mr1	0.273791	0.13952	22.2212	2.09218	87.4782	2.04887
Stx6	9.46954	2.67535	78.3281	0	0.476765	2.77448
Glul	30.9533	104.723	7.40195	24.3612	8.9339	26.5398
Xpr1	3.94811	12.6922	2.39331	9.11804	3.3889	0.436863
Dhx9	56.4748	0	2.12674	2.8834	0	0
Lhx4	0	54.0243	0.147217	0.134147	24.3588	20.4589
